RMSE,NRMSE,Pearson,Kendall,Spearman
"{'Tree': 3, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.16609302099342912)}","{'Tree': 3, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.8652342831254508)}","{'Tree': 3, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.5791402096975377)}","{'Tree': 3, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.4382493445192204)}","{'Tree': 3, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.5874064348683045)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.04218707270246199)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.9612562168285225)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.27565646302690267)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.04424585408062307)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.08776359904181694)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(0.7783480235486894)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(2.2452836370244524)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.35755866372794987)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.1670789306982078)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.2429181232825151)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.27509843069788553)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.7935704676179848)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.6936037131494134)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.5615833699195273)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.7107698550907517)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': nan}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.029673639348606853)}","{'Tree': 4, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.9868096448367297)}","{'Tree': 4, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.16188491238289116)}","{'Tree': 4, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.055975021929837665)}","{'Tree': 4, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.03057943172234392)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(0.5279355536225819)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(1.3445001803321224)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.5282131667049137)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.3603926349282206)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.49767068059251696)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.4143937331894734)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(1.0553417840088366)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.42535796985046653)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.16314963866277177)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.2678997932727285)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': nan}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '30', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.02048201701126947)}","{'Tree': 4, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.9972047868712509)}","{'Tree': 4, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.07471688591651325)}","{'Tree': 4, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.13863985226554715)}","{'Tree': 4, 'Depth': '60', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.21876067120671716)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(0.641304070632804)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(1.829791195182123)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.4386483298714012)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.2653052771490105)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.4158642481709587)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.3905685531862509)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(1.1143838507527888)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.11156786908797901)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.0870336598282934)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.11441836670764767)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(nan)}"
"{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': nan}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}","{'Tree': 4, 'Depth': '60', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(nan)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.05974213362979626)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.9582514014187699)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.28592700410937244)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.1396972533766706)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'SMT100-Climavi', 'Value': np.float64(-0.2284335282499749)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.3005768250356672)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.9420466522783146)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(-0.3354818995582621)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(-0.2559795571413217)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(-0.2679089957538518)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(0.7660310909896287)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(2.947224324096342)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.6617989829860476)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.25313351524359906)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.3346238635056916)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(0.5963390520708278)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(0.9706228619185042)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.4429220907931224)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.16528835898806166)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.22153595782563937)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.30508290383861975)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.9561692861530986)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.3636362503605019)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.1191052082351891)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.1678718834869493)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.22577020825532684)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.8686272101133358)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.7122357820687333)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.49929834956066405)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.6126514031331276)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(0.7343974761607737)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(1.1953317120882332)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.894114716818805)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.7485464184331994)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.8958593687249391)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(7.239890242781891)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(27.854718794440487)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(-0.12166060984042766)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(0.10637391920088232)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Watermark-Plantobelly', 'Value': np.float64(0.10908189558393783)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(7.624167928118702)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(12.40936958336064)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.4367458305267075)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.06601135211404188)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Plantobelly', 'Value': np.float64(-0.10714597088194983)}"
"{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.31824823889261794)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.5179922652420696)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.7962774036499267)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.7241937396416931)}","{'Tree': 5, 'Depth': 'Ballen', 'Pair': 'Tensiomark-Watermark', 'Value': np.float64(0.8781499711302165)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.02236399695818031)}","{'Tree': 5, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.7778614768759049)}","{'Tree': 5, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.6284357745962893)}","{'Tree': 5, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.28820326824437476)}","{'Tree': 5, 'Depth': '30', 'Pair': 'SMT100-Climavi', 'Value': np.float64(0.4071516429785121)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.03965432173085117)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.9489666724931788)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.315376369592313)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.12228267948587249)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-Climavi', 'Value': np.float64(0.16449883211884608)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(0.5147846073270338)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(1.4607370072052497)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.43017152736679565)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.33323019129020454)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-Climavi', 'Value': np.float64(-0.4360517144808065)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(0.5161169249007064)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(1.0286486669416155)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.3119478142705902)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.17883953211643142)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-Climavi', 'Value': np.float64(-0.2576656599272117)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.039788352747970296)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.9521741657190044)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.34986064713845655)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.1721441318359751)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Plantobelly-SMT100', 'Value': np.float64(0.27843678445554526)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.345974108475024)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(0.9817255150817933)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.42572646831550737)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.4943833596223512)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Watermark-SMT100', 'Value': np.float64(-0.5966456315553181)}"
"{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(0.9545453164183205)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(1.9024599269980733)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.7333594188462497)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.5506237050279226)}","{'Tree': 5, 'Depth': '30', 'Pair': 'Tensiomark-SMT100', 'Value': np.float64(-0.6519213503551461)}"
